NAME;AC_e;EC_e;MG_e;PC_e;AC;EC;MG;PC
Gas6;1;1;1;1;0;0;0;0
Psma1;1;1;1;1;0;0;1;0
Vps35;1;1;1;1;0;0;0;0
Trpc4ap;1;1;1;1;0;0;0;0
Psma2;1;1;1;1;0;0;1;0
M6pr;1;1;1;1;0;0;1;0
Fam107a;1;1;1;1;0;1;0;0
Tubb5;1;1;1;1;0;0;1;1
Lpcat3;1;1;1;1;0;0;0;0
Rab31;1;1;1;1;0;0;0;0
Rcan1;1;1;1;1;0;1;1;0
4833439L19Rik;1;1;1;1;0;0;0;0
Hmgcs2;1;1;1;1;0;1;0;0
Siglech;1;1;1;0;0;0;1;0
Gm2a;1;1;1;1;0;0;0;0
Utrn;1;1;1;1;0;0;0;0
Coro1b;1;1;1;1;0;0;0;0
Pink1;1;1;1;1;0;0;1;1
Atp5f1;1;1;1;1;0;0;1;0
Isyna1;1;1;1;1;0;0;0;0
Smox;1;1;1;1;0;0;0;1
Cebpd;1;1;1;1;0;0;0;0
Zyx;1;1;1;1;0;0;0;0
Ap2m1;1;1;1;1;0;0;0;0
Comt;1;1;1;1;0;0;0;0
Il4ra;1;1;1;1;0;1;0;1
Tubb6;1;1;1;1;1;1;1;1
Pld4;1;0;1;0;0;0;1;0
Sdc2;1;0;1;1;0;0;0;0
Col18a1;0;1;0;1;0;0;0;0
Add1;1;1;1;1;0;0;0;0
Snrk;1;1;1;1;0;0;1;0
Puf60;1;1;1;1;0;0;0;0
Tns2;1;1;1;1;0;0;0;0
Psmd1;1;1;1;1;0;0;1;0
Ninj1;1;1;1;1;0;0;0;0
9530068E07Rik;1;1;1;1;0;0;0;0
Gja4;0;1;1;1;0;0;0;0
Reep5;1;1;1;1;0;0;0;0
Ahnak;1;1;1;1;0;0;0;0
Ndufs2;1;1;1;1;0;0;0;0
Tmed9;1;1;1;1;0;0;0;0
Timp4;1;1;0;1;0;0;0;0
Brk1;1;1;1;1;0;0;0;0
Jak1;1;1;1;1;0;0;0;0
Rcan2;1;1;1;1;0;0;0;1
Tmem176a;1;1;1;1;0;0;0;1
Pomp;1;1;1;1;0;0;0;0
Atp6v0b;1;1;1;1;0;0;0;0
Hspa9;1;1;1;1;0;0;1;0
Acadl;1;1;1;1;0;0;1;0
Glud1;1;1;1;1;0;0;0;0
Eif3b;1;1;1;1;0;0;0;0
Maf1;1;1;1;1;0;0;1;1
Cnn2;1;1;1;1;0;0;0;1
Rpl9;1;1;1;1;0;0;1;0
Tspan14;1;1;1;1;0;0;0;0
Derl1;1;1;1;1;0;0;0;0
Ivns1abp;1;1;1;1;0;0;1;0
Lgals3bp;1;1;1;1;0;1;0;0
Gde1;1;1;1;1;0;0;1;0
Ndfip1;1;1;1;1;0;0;0;0
Cyc1;1;1;1;1;0;0;0;0
Tgfbr1;1;1;1;1;0;0;1;0
Hspa1b;1;1;1;1;0;0;1;0
8430408G22Rik;1;1;1;1;0;0;0;0
Lims1;1;1;1;1;0;0;0;0
Car4;1;1;1;1;0;0;0;0
Bhlhe40;1;1;1;1;0;0;1;1
Abhd4;1;1;1;1;0;0;0;0
Camk1;1;1;1;1;0;0;0;0
Arpc5;1;1;1;1;0;0;1;0
Ccrl2;1;1;1;1;0;0;0;0
Mef2c;1;1;1;1;0;0;1;0
Acer2;1;1;1;1;0;0;0;0
Rasl12;1;0;0;1;0;0;0;0
Ndufv2;1;1;1;1;0;0;1;0
Notch3;1;0;1;1;0;0;0;0
Tmem204;1;1;1;1;1;0;1;0
Gfap;1;0;1;0;0;0;0;0
Bzw1;1;1;1;1;0;0;0;0
Paqr7;1;1;1;1;0;0;0;0
Tcp1;1;1;1;1;0;1;1;0
Mbnl1;1;1;1;1;0;0;0;0
Tax1bp1;1;1;1;1;0;0;0;0
Plec;1;1;1;1;0;0;1;0
Tmem30a;1;1;1;1;0;0;0;0
Mapk1;1;1;1;1;0;0;0;0
Mafb;1;1;1;1;0;0;0;0
Ddx3x;1;1;1;1;0;0;0;0
Gltp;1;1;1;1;0;1;0;0
Plin2;1;1;1;1;1;1;1;1
Anxa7;1;1;1;1;0;0;1;0
Ndufb9;1;1;1;1;0;0;1;0
Rab1b;1;1;1;1;0;0;0;0
Sdhd;1;1;1;1;0;0;0;0
Slc1a4;1;0;1;1;0;0;0;0
Dpysl2;1;1;1;1;0;0;0;0
Eif3c;1;1;1;1;0;0;0;0
Acsl6;1;0;0;0;0;0;0;0
Arpc3;1;1;1;1;0;0;0;1
Stt3b;1;1;1;1;0;0;1;0
Oxct1;1;1;1;1;0;0;0;0
Plod1;1;1;1;1;0;0;0;0
Bin1;1;1;1;1;0;0;0;0
Hspa1a;1;1;1;1;0;0;1;0
Sar1a;1;1;1;1;0;0;0;0
Actr1a;1;1;1;1;0;0;0;0
Slc11a1;1;0;1;1;0;0;0;1
Atp1a1;1;1;1;1;0;0;0;1
Smpd1;1;1;1;1;0;0;0;0
Gpr146;1;1;1;1;0;0;0;0
Dynlrb1;1;1;1;1;0;0;0;0
Mapre1;1;1;1;1;0;0;0;0
Ybx1;1;1;1;1;0;0;1;0
Cryab;1;1;1;1;0;0;1;0
Arhgdib;1;1;1;1;0;0;0;0
Plxnb2;1;1;1;1;0;0;0;0
Slc7a10;1;0;1;1;0;0;0;0
Sh3glb1;1;1;1;1;0;0;0;0
Vtn;1;1;1;1;0;0;0;0
Capn2;1;1;1;1;0;0;1;0
Mcl1;1;1;1;1;0;0;0;0
Tpst2;1;1;1;1;0;0;1;0
Nars;1;1;1;1;0;0;0;0
Paip2;1;1;1;1;0;0;0;0
Cldn10;1;0;0;0;0;0;0;0
Rplp1;1;1;1;1;0;0;0;1
Atp6v1e1;1;1;1;1;0;0;0;0
Hsd17b12;1;1;1;1;0;1;1;0
Cd82;1;1;1;1;0;0;1;0
Eif4a1;1;1;1;1;0;1;0;1
Rps3a1;1;1;1;1;0;0;0;0
Psmd8;1;1;1;1;0;0;1;0
Tspan4;1;1;1;1;0;0;1;1
Lgals3;1;1;1;1;0;1;1;1
Gnb1;1;1;1;1;0;0;0;0
Rab7;1;1;1;1;0;0;0;0
Rrp1;1;1;1;1;0;0;0;0
Itih5;1;1;0;1;0;0;0;0
Thbs1;1;1;1;1;1;1;1;1
Tlr2;1;1;1;0;0;0;1;0
Selenok;1;1;1;1;0;0;0;0
Hacd3;1;1;1;1;0;0;0;0
Srpr;1;1;1;1;0;0;0;0
Anapc5;1;1;1;1;0;0;0;0
Tonsl;1;1;1;1;0;0;0;0
Rab3il1;1;1;1;0;0;0;0;0
Gadd45g;1;1;1;1;1;0;0;0
Arhgef2;1;1;1;1;0;0;0;0
Atraid;1;1;1;1;0;0;0;0
G3bp1;1;1;1;1;0;0;0;0
Tm9sf3;1;1;1;1;0;0;0;0
Rhog;1;1;1;1;0;0;0;0
Zbtb20;1;1;1;1;0;0;1;0
Rps11;1;1;1;1;0;0;0;0
Gna11;1;1;1;1;0;0;0;0
H13;1;1;1;1;0;1;0;1
Wls;1;1;1;1;0;0;0;0
Hsbp1;1;1;1;1;0;0;0;0
Eif3l;1;1;1;1;0;0;1;0
Hmox1;1;1;1;0;1;1;1;0
Ncstn;1;1;1;1;0;0;0;0
Map3k20;1;1;1;1;0;0;0;0
Oaz1;1;1;1;1;0;0;1;0
Rab18;1;1;1;1;0;0;0;0
Tmem43;1;1;1;1;0;0;0;0
Ndufv1;1;1;1;1;0;0;0;0
Chmp2a;1;1;1;1;0;0;0;0
Qk;1;1;1;1;0;0;0;0
Limd1;1;1;1;1;0;0;0;1
Os9;1;1;1;1;0;0;0;0
Lair1;1;0;1;0;0;0;0;0
Ackr1;0;1;0;0;0;0;0;0
Itga7;1;0;0;1;0;0;0;1
Ahcyl1;1;1;1;1;0;0;0;0
Sirt2;1;1;1;1;0;0;0;0
Prelp;1;1;0;1;0;0;0;0
Pald1;1;1;1;1;0;0;1;0
Nbl1;1;1;1;1;0;0;0;0
Dctn2;1;1;1;1;0;0;0;0
Hba-a1;1;1;1;1;0;0;0;0
Sel1l;1;1;1;1;0;0;0;0
Palld;1;1;0;1;0;0;0;1
Ltbp1;1;1;0;1;0;0;0;0
Slc23a2;1;1;1;1;0;0;0;0
Sgpl1;1;1;1;1;0;0;0;0
Arl8b;1;1;1;1;0;0;0;0
Aqp4;1;0;1;0;0;0;0;0
Dnajc3;1;1;1;1;0;0;0;0
Atp5h;1;1;1;1;0;0;0;0
Rsu1;1;1;1;1;0;0;0;0
Nfe2l2;1;1;1;1;0;0;0;0
Plekhb1;1;1;1;0;0;0;0;0
Ociad1;1;1;1;1;0;0;0;0
Vmp1;1;1;1;1;0;0;0;0
Nptn;1;1;1;1;0;0;0;0
Ergic3;1;1;1;1;0;0;0;0
Tmem9b;1;1;1;1;0;0;0;0
Tm2d2;1;1;1;1;0;0;0;0
Srebf2;1;1;1;1;0;0;0;0
Cct4;1;1;1;1;0;0;0;0
Ndufa4;1;1;1;1;0;0;1;0
Abca1;1;1;1;1;0;0;0;0
Gpx4;1;1;1;1;0;0;0;0
Emc3;1;1;1;1;0;0;0;0
Psmd4;1;1;1;1;0;0;1;0
Rab11b;1;1;1;1;0;0;0;0
Bgn;1;1;0;1;0;0;0;0
Rbbp4;1;1;1;1;0;0;0;0
Serping1;1;0;0;1;0;0;0;0
Inpp5d;1;1;1;1;0;0;1;0
Rer1;1;1;1;1;0;0;0;0
Snx17;1;1;1;1;0;0;0;0
Ednrb;1;1;1;0;0;0;1;1
Mrfap1;1;1;1;1;0;0;0;0
Csrnp1;1;1;1;1;0;0;0;0
Lyn;1;1;1;1;0;0;0;0
Rbbp7;1;1;1;1;0;0;0;0
Arhgap1;1;1;1;1;0;0;0;0
Capg;1;1;1;1;0;0;1;1
Prdx2;1;1;1;1;0;0;1;0
Gorasp2;1;1;1;1;0;0;0;0
Mgll;1;1;1;1;0;0;1;0
Rrad;1;1;1;1;0;0;0;0
Ctsf;1;1;1;1;0;0;1;0
Ewsr1;1;1;1;1;0;0;0;0
Tmem184b;1;1;1;1;0;0;0;0
Tmod3;1;1;1;1;0;0;0;0
Cpt1a;1;1;1;1;0;0;1;0
Tspan2;1;1;1;1;0;0;0;0
Ptn;1;1;1;1;0;1;0;0
Mafk;1;1;1;1;0;0;0;0
Mgrn1;1;1;1;1;0;0;0;0
Atp6v0a1;1;1;1;1;0;0;0;0
Smpdl3a;1;1;1;1;0;1;0;0
S100a16;1;1;1;1;0;0;0;0
Ywhah;1;1;1;1;0;0;0;0
Aamp;1;1;1;1;0;0;0;0
Mcrip1;1;1;1;1;0;0;0;0
Mtdh;1;1;1;1;0;0;0;0
Txn2;1;1;1;1;0;0;1;0
Sec31a;1;1;1;1;0;0;0;0
Cltb;1;1;1;1;1;0;1;0
Sptan1;1;1;1;1;0;0;0;0
Emc7;1;1;1;1;0;0;0;0
Gm23935;1;1;1;1;0;0;0;0
Lims2;1;1;0;1;0;1;0;1
Hmgb1;1;1;1;1;0;0;0;0
Selenos;1;1;1;1;0;0;0;0
Ncam1;1;0;0;1;0;0;0;0
Eif3a;1;1;1;1;0;0;0;0
Zfp706;1;1;1;1;0;0;0;0
Serbp1;1;1;1;1;0;0;1;0
AI464131;1;0;0;1;0;0;0;0
Trim47;1;1;1;1;1;0;0;0
Elmo2;1;1;1;1;0;0;0;0
Mustn1;1;1;0;1;0;0;0;0
Ltbp4;0;1;0;1;0;0;0;0
Psmc5;1;1;1;1;0;0;1;0
Atox1;1;1;1;1;0;0;0;0
Chmp3;1;1;1;1;0;1;0;0
Hint1;1;1;1;1;0;0;1;0
Hbegf;1;1;1;1;0;0;0;0
Rfk;1;1;1;1;0;0;0;0
Gpcpd1;1;1;1;1;0;0;0;0
Plbd2;1;1;1;1;0;0;0;0
Sertad1;1;1;1;1;0;0;0;0
Marc2;1;1;1;1;0;0;0;0
Eif4a3;1;1;1;1;0;0;0;0
Tie1;1;1;0;1;0;0;0;0
Brd2;1;1;1;1;0;0;1;0
Rab10;1;1;1;1;0;0;0;0
Psmd7;1;1;1;1;0;0;1;0
Nap1l4;1;1;1;1;0;0;0;0
Snx5;1;1;1;1;0;0;0;0
Tppp3;1;1;1;1;0;0;0;1
Rps19;1;1;1;1;0;0;1;0
Pgm2;1;1;1;1;0;0;0;0
Acaa2;1;1;1;1;0;0;0;0
Olig1;1;0;0;1;0;0;0;0
Sorbs3;1;1;0;1;0;0;0;0
Sf3b2;1;1;1;1;0;0;0;0
Cstb;1;1;1;1;0;0;1;1
Rbx1;1;1;1;1;0;0;0;0
Lhfp;1;1;1;1;0;0;0;0
Ndufs7;1;1;1;1;0;0;0;0
Kif5b;1;1;1;1;0;0;0;0
Sept11;1;1;1;1;0;0;0;0
Cox6c;1;1;1;1;0;0;1;0
Krtcap2;1;1;1;1;0;0;1;1
Itga1;1;1;0;1;0;0;0;0
Il1b;1;0;1;0;0;0;0;0
Psmd3;1;1;1;1;0;1;1;0
Ehd1;1;1;1;1;0;0;1;0
Itgb2;1;0;1;0;0;0;0;0
Slc25a39;1;1;1;1;0;0;0;0
Psmc4;1;1;1;1;0;0;1;0
Mtpn;1;1;1;1;0;0;0;0
Ptbp1;1;1;1;1;0;0;0;0
Btg1;1;1;1;1;0;0;1;0
Pten;1;1;1;1;0;0;0;0
Ctso;1;1;1;1;0;0;1;0
Rps4x;1;1;1;1;0;0;0;0
Pon2;1;1;1;1;0;0;0;0
Park7;1;1;1;1;0;0;0;0
Psmc1;1;1;1;1;0;0;1;0
Synpo;1;1;0;1;0;0;1;0
Fads1;1;1;1;1;0;0;0;0
Copg1;1;1;1;1;0;0;0;0
Cox6b1;1;1;1;1;0;0;0;0
Pfkp;1;1;1;1;0;0;0;0
Rps6ka1;1;1;1;1;0;0;0;0
Ehd4;1;1;1;1;0;0;0;0
Ncln;1;1;1;1;0;0;0;0
Idh3g;1;1;1;1;0;0;0;0
Vamp3;1;1;1;1;0;0;0;0
Itpk1;1;0;1;1;0;0;0;1
Fkbp8;1;1;1;1;0;0;0;0
Agpat5;1;1;1;1;0;0;1;1
Ran;1;1;1;1;0;0;1;1
Mpzl1;1;1;1;1;0;0;0;0
Extl3;1;1;1;1;0;0;0;0
Il13ra1;1;1;1;1;1;0;0;0
Dnaja2;1;1;1;1;0;0;0;0
Dab2;1;1;1;0;1;0;1;0
Eif3g;1;1;1;1;0;0;1;0
Esd;1;1;1;1;0;0;1;1
Mcfd2;1;1;1;1;0;0;0;0
Ano6;1;1;1;1;0;0;0;0
Lrrc59;1;1;1;1;1;0;1;0
Hacd2;1;1;1;1;0;0;0;0
Fis1;1;1;1;1;0;0;0;0
Tmco1;1;1;1;1;0;0;0;0
Fez1;1;1;1;1;0;0;0;0
Coro1c;1;1;1;1;0;0;0;0
Epn2;1;1;1;1;0;0;1;0
Mapre2;1;1;1;1;0;0;0;0
Ppp1r12b;1;1;1;1;0;0;0;1
Gdi1;1;1;1;1;0;0;0;0
Itgb5;1;1;1;1;0;0;0;0
Map1b;1;1;1;1;0;1;0;1
Copz1;1;1;1;1;0;0;1;0
Cd86;1;0;1;0;0;0;0;0
1700017B05Rik;1;1;1;1;0;0;1;0
Pitpnc1;1;1;1;1;0;0;0;0
Paqr5;1;1;0;1;0;0;0;0
Insr;1;1;1;1;0;0;1;0
Emc10;1;1;1;1;0;0;0;0
Notch1;1;1;1;1;0;0;0;0
Clcn4;1;1;1;1;0;0;0;0
Mbnl2;1;1;1;1;0;0;0;0
Edem1;1;1;1;1;0;0;0;1
Filip1l;1;1;1;1;0;0;1;1
Eif6;1;1;1;1;0;0;1;0
Paics;1;1;1;1;0;0;1;0
Pdlim3;1;1;0;1;0;0;0;1
Glg1;1;1;1;1;0;0;0;0
Arl2bp;1;1;1;1;0;0;0;0
Fasn;1;1;1;1;0;0;0;0
Nrros;1;1;1;0;0;0;0;0
Tubb2a;1;1;1;1;0;0;0;0
Atxn10;1;1;1;1;0;0;0;0
Slc9a3r1;1;1;1;1;0;0;0;0
Psen1;1;1;1;1;0;0;0;0
Nfe2l1;1;1;1;1;0;0;0;0
Mff;1;1;1;1;0;0;0;0
Rtcb;1;1;1;1;0;0;0;0
Akap12;1;1;1;1;1;1;1;0
Scara3;1;1;1;1;0;0;0;1
Zfp207;1;1;1;1;0;0;0;0
Irf8;1;1;1;0;0;0;0;0
St3gal6;1;1;1;1;0;0;1;0
Caprin1;1;1;1;1;0;0;0;0
Ndufs8;1;1;1;1;0;0;0;0
Heyl;1;0;1;1;0;0;0;0
Ubl3;1;1;1;1;0;0;0;0
Fermt3;0;1;1;0;0;0;0;0
Clta;1;1;1;1;0;0;0;0
Plaur;0;1;1;1;0;1;1;1
Hsd17b4;1;1;1;1;0;0;0;0
Rpl37a;1;1;1;1;0;0;0;0
Usp2;1;0;1;1;0;0;1;0
Pla2g15;1;1;1;1;0;0;0;0
Ralgds;1;1;1;1;0;0;0;0
Maged1;1;1;1;1;0;0;0;0
Msr1;0;0;1;0;0;1;1;0
Lipa;1;1;1;1;0;0;1;1
Ccnd2;1;1;1;1;0;0;1;0
Sri;1;1;1;1;0;0;0;0
Tspan31;1;1;1;1;0;0;0;0
Srp14;1;1;1;1;0;0;0;0
Net1;0;1;1;1;0;1;0;1
Pkd1;1;1;1;1;0;0;0;0
Phldb2;1;1;0;1;0;0;0;1
Tmbim4;1;1;1;1;0;0;0;0
Tmem123;1;1;1;1;0;0;0;0
Copb1;1;1;1;1;0;0;0;0
Csnk1d;1;1;1;1;0;0;0;0
Bub3;1;1;1;1;0;0;0;0
Snx1;1;1;1;1;0;0;1;0
Arcn1;1;1;1;1;0;0;0;0
Ptma;1;1;1;1;0;0;0;0
Golm1;1;1;1;0;0;0;1;0
Txn1;1;1;1;1;0;0;1;0
Adam8;0;0;1;0;1;1;1;1
Gprc5c;1;0;0;1;0;0;0;0
Mtus1;1;1;1;1;0;1;1;0
Smim7;1;1;1;1;0;0;0;0
Rab6a;1;1;1;1;0;0;0;0
Hnrnpab;1;1;1;1;0;1;1;0
Cdc37;1;1;1;1;0;0;0;0
Abr;1;1;1;1;0;1;0;1
Kmt2e;1;1;1;1;0;0;1;0
Spcs1;1;1;1;1;0;0;0;0
Stat6;1;1;1;1;0;0;0;0
Prdx5;1;1;1;1;0;0;1;1
Txndc5;1;1;1;1;0;0;0;0
Uqcrc2;1;1;1;1;0;0;0;0
Phgdh;1;1;1;1;0;0;0;0
Lmbrd1;1;1;1;1;0;0;0;0
Aup1;1;1;1;1;0;0;0;0
mt-Nd6;1;1;1;1;0;0;0;0
Zfand5;1;1;1;1;0;0;0;0
Rbm39;1;1;1;1;0;0;0;0
Psmc2;1;1;1;1;0;0;1;0
Ssr4;1;1;1;1;0;0;0;0
Osbpl9;1;1;1;1;0;0;0;0
Uqcrfs1;1;1;1;1;0;0;0;0
Gcnt2;1;1;1;1;0;0;1;0
Cnn1;0;0;0;1;0;0;0;0
Sumo3;1;1;1;1;0;0;0;0
Crk;1;1;1;1;0;0;0;0
Esyt1;1;1;1;1;0;0;0;0
Bnip2;1;1;1;1;0;0;0;0
Trp53inp2;1;1;1;1;0;0;1;0
Pfkl;1;1;1;1;0;0;0;0
Degs2;1;1;1;1;0;0;0;0
Rpl32;1;1;1;1;0;0;0;0
Sod2;1;1;1;1;0;0;1;0
Cdc42se1;1;1;1;1;0;0;0;0
Slc35a4;1;1;1;1;0;0;0;0
Pabpc1;1;1;1;1;0;0;0;0
Synm;1;1;0;1;0;0;0;0
Ecscr;0;1;1;1;0;0;0;1
Nudt4;1;1;1;1;0;0;0;0
Picalm;1;1;1;1;0;0;0;0
Ndufa13;1;1;1;1;0;0;0;0
Cav2;1;1;1;1;0;1;0;0
Macf1;1;1;1;1;0;0;0;0
Cops6;1;1;1;1;0;0;1;0
Actr1b;1;1;1;1;0;0;0;0
Chchd2;1;1;1;1;0;0;1;0
Rras;1;1;1;1;0;0;0;0
Ptprz1;1;0;0;0;0;0;0;0
Ncf1;1;0;1;0;0;0;1;0
Ifrd1;1;1;1;1;0;0;0;0
Vdac1;1;1;1;1;0;0;0;0
Rela;1;1;1;1;0;0;0;0
Gm13889;1;0;1;1;0;0;0;0
Adprh;1;1;1;1;0;0;0;0
Sec13;1;1;1;1;0;0;1;0
Ranbp1;1;1;1;1;0;0;1;0
Tgfb1i1;0;1;1;1;0;0;0;0
Rps29;1;1;1;1;0;0;0;0
Ccdc47;1;1;1;1;0;0;0;0
Plxdc2;1;1;1;1;0;0;1;0
Hnrnpc;1;1;1;1;0;0;0;0
Rps27a;1;1;1;1;0;0;0;0
Rdx;1;1;1;1;0;0;0;0
Gba;1;1;1;1;0;0;0;0
Cds2;1;1;1;1;0;0;0;0
Slc35b2;1;1;1;1;0;0;0;0
Dhrs3;1;1;1;1;0;0;1;0
Cyb5a;1;1;1;1;0;0;0;0
Spon1;1;1;1;0;0;0;0;0
Necap2;1;1;1;1;0;0;0;1
Slc44a2;1;1;1;1;0;0;0;0
Oaz2;1;1;1;1;0;0;0;0
Tex261;1;1;1;1;0;0;0;0
Qdpr;1;1;1;1;0;0;0;0
Ndufa8;1;1;1;1;0;0;0;0
Ifnar2;1;1;1;1;0;0;0;1
Mfsd1;1;1;1;1;0;0;0;0
Rps27;1;1;1;1;0;0;0;0
Hba-a2;1;1;1;1;0;0;0;0
Flii;1;1;1;1;0;0;0;0
Gng11;1;1;1;1;0;0;0;0
Slc19a1;1;1;1;1;0;0;0;1
Anxa6;1;1;1;1;0;0;0;0
Smim14;1;1;1;1;0;0;0;0
Ywhaq;1;1;1;1;0;0;0;0
Nrbp1;1;1;1;1;0;0;0;0
Tmed4;1;1;1;1;0;0;0;0
Ccl6;0;0;1;0;0;0;1;0
Tek;1;1;1;1;0;0;1;0
Sgta;1;1;1;1;0;0;0;0
Leprot;1;1;1;1;0;0;0;0
Tmed5;1;1;1;1;0;0;0;0
Fkbp4;1;1;1;1;0;0;0;0
Slc29a3;1;1;1;0;0;0;0;0
Hprt;1;1;1;1;0;0;0;0
Map1lc3a;1;1;1;1;0;0;0;0
Ppp3r1;1;1;1;1;0;0;0;0
Pygm;1;1;1;1;0;1;0;0
Arl4a;1;1;1;1;0;0;0;0
Npm1;1;1;1;1;0;0;1;0
Nr1d1;1;1;1;1;0;0;0;0
Egfl7;0;1;1;1;0;0;0;0
Jup;1;1;1;1;0;0;1;0
Suclg1;1;1;1;1;0;0;1;0
Fcgr2b;1;1;1;0;1;0;0;0
Eprs;1;1;1;1;0;0;1;0
Mmrn2;1;1;0;0;0;0;0;0
Lasp1;1;1;1;1;0;0;0;0
Edem2;1;1;1;1;0;0;0;0
Stx7;1;1;1;1;0;0;0;0
Slc35f6;1;1;1;1;0;0;1;0
Prkacb;1;1;1;1;0;0;0;1
Map2k3;1;1;1;1;0;0;0;1
Selenow;1;1;1;1;0;0;0;0
Ext2;1;1;1;1;0;0;0;0
Ccnd3;1;1;1;1;0;0;0;0
Cavin2;1;1;0;1;0;1;0;0
Cyb5b;1;1;1;1;0;0;1;0
Prom1;1;1;1;1;0;0;0;0
Npdc1;1;1;0;1;0;0;0;0
Rps18;1;1;1;1;0;0;0;0
Nek7;1;1;1;1;0;0;0;0
Il10ra;1;0;1;0;0;0;1;0
Hspa2;1;1;1;1;0;0;0;0
Abcb1a;1;1;0;1;0;1;0;0
Ndufa7;1;1;1;1;0;0;0;0
Mid1ip1;1;1;1;1;0;0;0;0
Naca;1;1;1;1;0;0;1;0
Tmed3;1;1;1;1;0;0;0;0
Fam49b;1;1;1;1;0;0;0;0
Cox7a2;1;1;1;1;0;0;0;0
Ier5;1;1;1;1;0;0;1;0
Cyp2d22;1;1;0;0;0;0;0;0
Wwtr1;1;1;1;1;0;0;1;0
Klf9;1;1;1;1;0;0;0;0
Rheb;1;1;1;1;0;0;0;0
Sult1a1;1;1;1;1;0;1;1;0
Rab8a;1;1;1;1;0;0;0;0
Rpl21;1;1;1;1;0;0;0;0
Epb41l2;1;1;1;1;0;0;1;0
Lap3;1;1;1;1;0;0;0;0
Esyt2;1;1;1;1;0;0;0;0
Abhd16a;1;1;1;1;0;0;0;0
Msrb3;1;1;0;1;0;0;0;0
Atf4;1;1;1;1;0;0;0;0
Sox9;1;0;1;1;0;0;0;0
Carhsp1;1;1;1;1;0;0;0;0
Cxcl12;1;1;0;1;0;0;0;0
Tpd52;1;1;1;1;0;0;1;0
Slc31a1;1;1;1;1;0;0;0;0
Gna13;1;1;1;1;0;0;0;0
St5;1;1;1;1;0;0;0;1
Fez2;1;1;1;1;0;0;0;0
Hbp1;1;1;1;1;0;0;1;0
Mog;1;1;0;0;0;0;0;0
Marcks;1;1;1;1;0;0;0;0
Serpinh1;1;1;1;1;0;0;0;0
Anapc2;1;1;1;1;0;0;0;0
Sdc3;1;1;1;1;0;0;1;0
Drg1;1;1;1;1;0;0;0;0
Slc38a10;1;1;1;1;0;0;0;0
Pde3a;0;0;0;1;0;0;0;0
Sub1;1;1;1;1;0;0;0;0
Lpp;1;1;1;1;0;0;0;0
Wsb1;1;1;1;1;0;0;0;0
Laptm4b;1;1;1;1;0;0;0;0
Tmem104;1;1;1;1;0;0;0;0
Lgi3;1;1;0;1;0;0;0;0
Bag1;1;1;1;1;0;0;1;0
Ndufb10;1;1;1;1;0;0;0;0
Map2k2;1;1;1;1;0;0;0;0
Mef2a;1;1;1;1;0;0;0;0
Vamp8;1;1;1;1;0;0;0;0
Adamts4;1;1;0;1;0;1;0;0
Cept1;1;1;1;1;0;0;0;0
Ccnl1;1;1;1;1;0;0;0;0
Mindy1;1;1;1;1;0;0;0;0
Wscd1;1;1;1;0;0;0;0;0
Gosr2;1;1;1;1;0;0;0;0
Trim35;1;1;1;1;0;0;0;0
Rps13;1;1;1;1;0;0;0;1
Uqcrb;1;1;1;1;0;0;1;0
Slc22a17;1;1;1;1;0;0;1;0
Adam10;1;1;1;1;0;0;0;0
Npc1;1;1;1;1;0;0;0;0
Azin1;1;1;1;1;0;0;0;0
Atp6v1h;1;1;1;1;0;0;1;0
S100a1;1;1;1;1;0;0;0;0
Atp5o;1;1;1;1;0;0;1;0
Tbcb;1;1;1;1;0;0;1;0
Acox1;1;1;1;1;0;0;0;0
Dcaf8;1;1;1;1;0;0;0;0
Dram2;1;1;1;1;0;0;0;0
Cdc42ep3;0;1;1;1;0;0;0;0
Ptp4a2;1;1;1;1;0;0;0;0
Fam129b;1;1;1;1;0;0;1;0
Aars;1;1;1;1;0;0;0;0
Pacsin2;1;1;1;1;0;0;0;1
Rgcc;1;1;1;1;0;1;0;0
Edf1;1;1;1;1;0;0;1;0
Rnf167;1;1;1;1;0;0;1;0
Sdhc;1;1;1;1;0;0;0;0
Ssr2;1;1;1;1;0;0;1;0
Nov;0;1;0;1;0;1;0;0
Eftud2;1;1;1;1;0;0;0;0
Erp29;1;1;1;1;0;0;0;0
Atp6v1a;1;1;1;1;0;0;1;0
Smu1;1;1;1;1;0;0;0;0
Slc25a11;1;1;1;1;0;0;0;0
Tsn;1;1;1;1;0;0;0;0
Rplp2;1;1;1;1;0;0;0;0
Med28;1;1;1;1;0;0;0;0
Pik3ip1;1;1;1;1;0;1;1;1
Btbd17;1;0;0;0;0;0;0;0
Tmod2;1;1;0;1;0;0;0;0
Gnai3;1;1;1;1;0;0;0;0
Scarb2;1;1;1;1;0;0;0;0
Idh3a;1;1;1;1;0;0;0;0
Tmem173;1;1;1;0;0;1;1;0
Cd93;0;1;1;1;0;1;1;0
Rock1;1;1;1;1;0;0;0;0
Ostf1;1;1;1;1;0;0;0;0
Arpc1a;1;1;1;1;0;0;0;0
Acly;1;1;1;1;0;0;0;0
Fam105a;1;0;1;0;0;0;1;0
Atp8a1;1;1;1;1;0;0;0;0
Api5;1;1;1;1;0;0;0;0
Tob2;1;1;1;1;0;0;0;0
Ndufa9;1;1;1;1;0;0;0;0
