Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Igsf9;0,66;0;1;4,78;0;25;-0,41;42;30;0,6;33;49;0;0;0;0;0;0;0;1;0;0;0;0
Ncf2;1,11;65;138;-1,2;2862;1194;0,46;134;175;-0,29;2675;2093;0;1;1;1;0;1;1;1;0;1;0;0
Gjc2;1,03;25;53;0,85;34;60;0,13;996;1035;-0,23;12;10;0;0;1;0;0;1;1;0;0;0;0;0
Bex2;-2,76;84;11;-0,96;61;30;0,05;303;303;-0,14;17;15;0;0;1;0;0;0;1;0;0;0;0;0
Spp1;4,84;965;26998;3,32;4805;44914;4,18;939;16085;5,94;4852;286535;1;1;1;1;1;1;1;1;1;1;1;1
Myh14;0,06;15;16;1,1;29;62;-0,66;914;556;-0,99;21;9;0;0;1;0;0;0;1;0;0;0;0;0
Krt8;0,04;10;10;-0,23;44;37;0;366;357;-0,2;22;18;0;0;1;0;0;0;0;0;0;0;0;0
Gria2;-0,83;7;3;-1,54;61;20;-0,43;1695;1226;-1,56;15;4;0;0;1;0;0;0;1;0;0;0;0;0
Amigo3;2,77;4;35;0,06;39;38;-0,01;51;50;-0,4;58;42;0;0;1;0;0;0;1;0;0;0;0;0
Camk2b;0,51;49;68;-1,6;60;19;-0,5;84;57;-1,62;80;24;1;0;1;1;1;0;1;0;0;0;0;0
Nrcam;0,4;32;42;-1,58;60;19;0,14;4635;4954;1,33;33;83;0;0;1;0;0;0;1;0;0;0;0;0
Tmem229a;1,4;27;73;4,99;1;63;-0,05;2979;2758;1,04;17;36;0;0;1;0;0;1;1;0;0;1;0;0
Pcsk2;-0,68;26;15;-1,38;52;19;0,29;126;147;-2,49;11;1;0;0;1;0;0;0;1;0;0;0;0;0
Met;3,67;0;17;3,48;5;62;1,88;19;71;4,65;0;33;0;0;0;0;0;0;1;0;0;0;0;0
Plppr4;0,52;16;22;-0,97;45;22;-0,34;190;146;-1,24;46;18;0;0;1;1;0;0;1;0;0;0;0;0
Plk3;0,65;733;1128;2,35;77;386;0,8;362;605;0,07;1719;1731;1;1;1;1;1;1;1;1;0;1;0;0
Fbxo32;-0,95;211;108;-1,31;3476;1347;-0,12;325;285;-0,93;225;113;1;1;1;1;1;1;1;1;0;1;0;0
Igsf1;1,22;7;18;-0,81;37;20;-0,57;1680;1099;-0,75;24;13;0;1;1;0;0;0;1;0;0;0;0;0
Ctsb;1,57;6994;20118;1,58;9727;27582;0,79;18577;30837;0,91;72109;129510;1;1;1;1;1;1;1;1;1;1;1;1
Pdlim3;-2,42;111;19;-1,31;12174;4728;-0,92;80;41;-0,95;52;25;1;1;1;0;0;1;0;0;0;1;0;0
Dnph1;3,55;0;12;1,24;15;34;0,39;99;124;1,54;42;121;0;0;1;1;0;0;1;1;0;0;0;1
Cd69;2,53;5;34;1,44;10;28;1,5;3;10;0,55;115;161;0;0;0;1;0;0;0;1;0;0;0;0
Itpk1;0,09;300;313;-0,85;6756;3608;-0,16;3203;2745;-0,38;502;369;0;1;1;1;1;1;1;1;0;1;0;0
Fignl1;-1,74;14;3;0,02;19;18;1,61;8;27;1,14;27;58;0;0;0;1;0;0;1;1;0;0;0;0
Slc16a10;2,42;3;24;1,34;10;27;0,92;7;14;0,74;138;222;0;0;0;1;0;0;0;1;0;0;0;0
Zfp953;-2,1;37;7;2,93;3;29;-0,57;16;10;0,12;47;49;0;0;0;1;0;0;0;0;0;0;0;0
3110053B16Rik;-0,9;29;15;-0,16;16;14;0,13;26;28;-1,65;12;3;1;0;0;0;0;0;1;0;0;0;0;0
Shroom3;0,67;15;25;1,08;9;20;0,3;139;166;0,03;6;6;0;0;1;0;0;0;1;0;0;0;0;0
Mcam;1,44;913;2435;-0,74;21277;12343;0,26;584;667;1,18;69;153;1;1;1;0;1;1;1;1;1;1;0;0
A630033H20Rik;-0,96;81;40;1,59;7;21;1,8;2;10;0,42;172;222;1;0;0;1;0;0;0;1;0;0;0;0
Parm1;-1,99;76;18;-1,11;5925;2639;0,35;269;327;0,52;23;32;0;1;1;0;0;1;1;0;0;1;0;0
Ech1;-0,54;5147;3496;-0,65;9873;6055;-0,43;3481;2491;0,22;1778;1984;1;1;1;1;1;1;1;1;0;1;0;0
Gm38140;-0,67;44;27;0,76;10;16;-1,7;8;1;-0,52;112;74;1;0;0;1;0;0;0;0;0;0;0;0
Pacsin1;1,42;2;8;-1,53;19;6;-0,48;415;284;-0,3;44;34;0;0;1;1;0;0;1;0;0;0;0;0
Klk9;4,39;0;28;4,72;0;23;6,23;4;379;3,11;1;20;0;0;0;0;0;0;1;0;0;0;1;0
Tgm1;4,05;1;40;5,66;0;90;1,71;553;1805;0,51;76;105;0;0;1;1;0;0;1;1;0;0;0;0
S1pr3;-0,77;69;40;-0,83;16634;8993;1,01;1050;2064;-0,29;78;60;0;1;1;0;0;1;1;1;0;1;0;0
Gm37033;-0,41;77;57;1,27;7;17;0,6;95;140;0,12;116;121;1;0;0;1;1;0;1;1;0;0;0;0
Serpine1;1,36;55;143;1,9;125;453;2,05;24;102;-0,06;369;339;1;1;0;1;1;1;1;1;0;1;0;0
Rasgrp1;3,74;0;11;-0,57;15;10;0,19;329;363;-2,37;10;1;0;0;1;0;0;0;1;0;0;0;0;0
Atf3;-0,02;9372;9076;-0,91;19452;9950;1,19;1493;3254;-0,82;31589;17133;1;1;1;1;1;1;1;1;0;1;0;1
Zfp239;-1,92;23;5;1,59;5;17;0,42;218;278;1,39;10;28;0;0;1;0;0;0;1;0;0;0;0;0
Nrap;4,43;0;19;0,75;8;13;1,97;48;180;2,43;9;53;0;0;0;0;0;0;1;0;0;0;0;0
Cdh10;-0,29;6;4;-1,59;17;5;-0,14;1079;947;3,02;0;11;0;0;1;0;0;0;1;0;0;0;0;0
Ldha;0,49;11770;16274;0,73;10923;17323;0,68;4590;7066;1,32;5588;13397;1;1;1;1;1;1;1;1;0;1;0;1
Selenbp1;-0,57;91;60;-1,41;772;279;-0,76;1257;722;-0,9;160;82;1;1;1;1;0;1;1;1;0;1;0;0
Palld;-0,6;266;172;-1,15;13099;5669;0,33;256;313;0,06;70;70;1;1;1;0;1;1;1;1;0;1;0;0
Slc17a9;1,65;5;19;1,04;7;14;0,98;5;12;0,1;265;272;0;0;0;1;0;0;0;1;0;0;0;0
Oas2;-1,15;109;47;-1,98;18;3;0,08;7;7;0,95;9;17;0;0;0;0;1;0;0;0;0;0;0;0
Mxra8;-0,36;592;452;-0,68;4299;2571;-0,51;1083;742;0,84;36;64;1;1;1;0;1;1;1;1;0;1;0;0
Kif24;-1,25;22;9;0,2;10;11;-0,03;56;53;-0,56;38;24;0;0;1;0;0;0;1;0;0;0;0;0
Il27ra;0,87;113;202;1,33;5;15;-0,07;8;7;0,1;24;25;1;0;0;0;1;0;0;0;0;0;0;0
Atp7b;0,98;3;7;4,16;0;19;-0,65;162;100;-0,53;13;8;0;0;1;0;0;0;1;0;0;0;0;0
Cabyr;0,87;20;37;-0,43;12;8;0,28;24;28;-1,37;13;4;0;0;0;0;0;0;1;0;0;0;0;0
Ddi2;0,25;332;389;1,1;261;536;0,09;216;221;-0,16;650;555;1;1;1;1;1;1;1;1;0;1;0;0
Gm26982;-0,12;15;14;1,06;5;13;-0,68;20;12;-0,55;57;37;0;0;0;1;0;0;0;1;0;0;0;0
Dlgap1;2,02;3;14;-1,76;15;3;-0,29;1330;1057;0,44;13;18;0;0;1;0;0;0;1;0;0;0;0;0
Fut4;1,31;14;37;3,15;1;15;-0,32;9;7;0,31;64;77;0;0;0;1;0;0;0;0;0;0;0;0
Hspa5;0,76;12163;20267;0,75;9450;15129;0,47;11114;14836;0,38;31853;39565;1;1;1;1;1;1;1;1;1;1;0;0
Dnah1;0,18;5;5;-4,21;18;0;-0,49;182;126;-0,29;7;5;0;0;1;0;0;0;1;0;0;0;0;0
Tppp3;-1,16;640;285;-1,6;2414;767;-0,41;7996;5805;1,15;97;209;1;1;1;1;1;1;1;1;0;1;0;0
Ifitm3;0,34;23425;29385;1,02;7926;15434;0,21;3182;3580;1,62;819;2418;1;1;1;1;1;1;1;1;0;1;0;1
Aplp2;-0,67;16396;10161;-0,64;14511;8946;-0,07;11807;10782;0,48;2353;3160;1;1;1;1;1;1;1;1;0;1;0;0
Plxna4os1;-0,54;30;20;2,07;2;13;0,88;6;12;-0,78;315;175;1;0;0;1;0;0;0;1;0;0;0;0
C530043K16Rik;1,03;22;45;1,39;4;12;0,58;27;40;-0,86;119;62;0;0;0;0;1;0;0;0;0;0;0;0
Gpr85;0,81;52;90;1,18;4;11;-0,49;168;115;2,62;3;23;0;0;1;0;1;0;1;0;0;0;0;0
Pkm;1,07;6435;13277;0,77;8357;13610;0,26;7070;8160;2,18;4628;20021;1;1;1;1;1;1;1;1;1;1;0;1
Cbfa2t2;0,04;350;355;-0,85;731;388;-0,06;380;351;-0,09;401;362;1;1;1;1;1;1;1;1;0;1;0;0
Lgi1;0,66;6;10;-1,13;11;4;-0,61;1239;785;-2,01;13;2;0;0;1;0;0;0;1;0;0;0;0;0
Zfyve28;3,81;0;15;0,93;4;10;-0,64;26;16;-2,28;73;13;0;0;0;1;0;0;0;0;0;0;0;1
Slc2a4;0,82;15;28;-1,14;4670;2050;-0,65;1089;680;0,37;14;18;0;1;1;0;0;1;1;0;0;1;0;0
Grhl1;0,53;25;36;2,22;2;12;-0,16;199;173;0,25;9;11;0;0;1;0;1;0;1;0;0;0;0;0
Ccna2;1;3;8;-2,48;12;1;0,53;23;32;2;4;21;0;0;1;0;0;0;0;0;0;0;0;0
Tm4sf1;0,35;20829;26200;0,61;8552;12509;0,28;3740;4444;1,9;176;632;1;1;1;1;1;1;1;1;0;1;0;1
Zfp296;1,06;43;89;2,98;0;11;-0,1;6;5;-0,25;78;63;0;0;0;1;0;0;0;0;0;0;0;0
Il20rb;1,05;76;155;1,46;2;9;0,84;8;14;1,81;15;56;1;0;0;0;1;0;0;1;0;0;0;0
Ttn;-0,83;26;14;2,95;0;11;1,37;22;57;-0,27;10;8;0;0;0;0;0;0;1;0;0;0;0;0
A930004J17Rik;-0,74;24;14;-1,11;8;3;1,41;16;44;0,14;37;40;0;0;0;1;0;0;0;0;0;0;0;0
A530064D06Rik;4,73;0;23;-0,58;7;4;2,68;1;16;3,62;2;42;0;0;0;0;0;0;0;1;0;0;0;1
Pbxip1;-0,23;952;796;-0,75;13021;7463;-0,2;7107;6000;-1,09;2619;1180;1;1;1;1;1;1;1;1;0;1;0;1
Gm32856;-0,49;12;8;1,88;1;9;0,09;20;21;-0,36;20;14;0;0;0;0;0;0;1;0;0;0;0;0
6330549D23Rik;-0,41;11;8;1,2;3;7;0,26;35;40;0,04;10;10;0;0;1;0;0;0;1;0;0;0;0;0
Gm44164;0,4;16;21;-1,33;7;2;-0,42;16;11;-0,93;130;65;0;0;0;1;0;0;0;0;0;0;0;0
Fem1b;0,08;740;770;0;678;654;0,41;658;838;0,35;560;686;1;1;1;1;1;1;1;1;0;0;0;0
Bloc1s3;0,52;124;174;0;158;151;-0,12;153;136;-0,06;158;145;1;1;1;1;1;1;1;1;0;0;0;0
Csnk2a2;0,05;179;182;0;118;113;0,59;151;220;-0,25;262;210;1;1;1;1;1;1;1;1;0;0;0;0
Tram2;1,02;172;344;0;112;108;0,13;78;82;0,42;152;195;1;1;1;1;1;1;1;1;1;0;0;0
Dpysl5;-2,07;12;2;0;31;31;-0,47;199;136;-2,93;15;1;0;0;1;0;0;0;1;0;0;0;0;0
Gna12;0,23;397;463;0;782;749;0,03;1070;1047;-0,52;1130;755;1;1;1;1;1;1;1;1;0;0;0;0
Ptpn2;0;469;464;0,98;474;898;0,74;315;511;0,43;503;651;1;1;1;1;1;1;1;1;0;1;0;0
Fbxo7;-0,65;1057;662;0;352;338;-0,39;1795;1313;-0,45;602;422;1;1;1;1;1;1;1;1;1;0;0;0
Map4k2;-0,82;2243;1257;0;270;261;-0,41;345;250;-1,35;330;124;1;1;1;1;1;0;1;1;0;0;0;1
Anxa2;0,57;10540;15432;0,89;6593;11632;0,17;5077;5650;2,62;269;1593;1;1;1;1;1;1;1;1;0;1;0;1
Hhat;1,92;28;106;0;128;121;0,12;31;33;-0,79;264;146;0;0;1;1;0;1;0;1;0;0;0;0
Pus3;0,41;93;122;0;67;65;-0,28;189;150;0,34;148;181;1;0;1;1;1;0;1;1;0;0;0;0
Pcdhga3;1,39;37;98;0;32;31;0,23;78;89;-0,18;10;9;0;0;1;0;1;0;1;0;0;0;0;0
Zfp451;-0,04;328;316;0;372;355;0,67;355;542;-0,43;632;449;1;1;1;1;1;1;1;1;0;0;0;0
Gpr108;0,27;956;1125;0;1213;1162;-0,18;1743;1485;0,03;1833;1796;1;1;1;1;1;1;1;1;0;0;0;0
Gpcpd1;-0,85;8068;4417;0;1105;1061;-0,27;847;680;-0,58;1320;846;1;1;1;1;1;1;1;1;0;0;0;0
Tpgs1;0,06;927;953;0;789;760;-0,12;1125;994;0,19;835;912;1;1;1;1;1;1;1;1;0;0;0;0
Mgp;-0,49;33939;23851;0,73;14167;22498;-0,29;361;285;0,66;240;365;1;1;1;1;1;1;1;1;0;1;0;0
Amz2;0,21;341;387;0;454;432;0,38;258;323;0,24;287;326;0;1;1;1;1;1;1;1;0;0;0;0
Parp6;-0,19;284;244;0;215;206;-0,23;165;136;-1,32;211;80;0;1;1;1;1;1;1;1;0;0;0;1
Ccdc130;-0,48;187;131;0;175;168;-0,13;207;181;-0,05;207;191;1;1;1;1;0;1;1;1;0;0;0;0
Polr2e;-0,22;1809;1532;0;1072;1029;-0,02;1012;960;0,29;1742;2042;1;1;1;1;1;1;1;1;0;0;0;0
Dip2b;-0,53;888;601;0;558;537;0,36;1399;1709;-1,09;2367;1068;1;1;1;1;1;1;1;1;0;0;0;1
Jmy;-0,32;430;342;0;370;355;-0,23;299;246;-0,51;141;95;1;1;1;1;1;1;1;1;0;0;0;0
Tmem80;-0,47;320;228;0;201;193;-0,28;379;302;-0,19;115;97;1;1;1;1;1;1;1;1;0;0;0;0
Triap1;-0,69;673;414;0;417;398;0,02;213;207;0,2;449;492;1;1;1;1;1;1;1;1;0;0;0;0
Zfp119a;-0,85;126;69;0;68;66;-0,81;90;49;-1,51;111;37;1;0;1;1;0;0;1;0;0;0;0;0
Ddit3;-0,29;442;358;0;584;562;0,95;356;659;-0,01;646;613;1;1;1;1;1;1;1;1;0;0;0;0
Cd302;0,45;249;335;1,68;273;832;0,13;1031;1091;-0,04;1697;1582;1;1;1;1;1;1;1;1;0;1;0;0
Nr2c1;-0,55;195;131;0;236;229;0,44;180;235;-0,56;264;171;1;1;1;1;1;0;1;1;0;0;0;0
Coq8b;0,73;95;155;1,54;127;355;0,11;285;297;0,26;261;300;1;1;1;1;1;1;1;1;0;1;0;0
Mtmr10;-0,12;700;633;0;212;203;0,16;676;721;-0,05;315;290;1;1;1;1;1;1;1;1;0;0;0;0
Arrdc3;0,86;414;744;1,07;1588;3209;0,03;2076;2025;-0,59;1783;1132;0;1;1;1;1;1;1;1;0;1;0;0
Adamtsl1;-0,11;21;18;-1,34;4251;1614;0,02;139;135;-2,42;37;6;0;1;1;0;0;1;1;0;0;1;0;0
Tmem218;-0,49;313;220;0;142;138;-0,64;565;351;0,14;108;115;1;1;1;1;1;1;1;1;0;0;0;0
Asxl2;-0,73;325;193;0;260;250;-0,14;368;323;-0,76;665;376;1;1;1;1;1;1;1;1;0;0;0;0
Adhfe1;0,12;9;10;-0,01;54;52;-0,27;1347;1079;-1,32;49;18;0;0;1;1;0;0;1;0;0;0;0;0
Myo1b;0,73;1135;1864;0;4245;4086;-0,47;252;177;-0,63;555;344;1;1;1;1;1;1;1;1;0;0;0;0
Mir22hg;0,66;152;236;0;536;518;0,41;131;168;1,2;130;288;1;1;1;1;1;1;1;1;0;0;0;1
Runx1;1,25;45;105;1,26;283;652;0,41;134;173;-0,51;2583;1735;0;1;0;1;1;1;1;1;0;1;0;0
Flrt2;-0,86;414;226;-0,01;136;128;-0,6;441;282;1,51;10;30;1;0;1;0;1;1;1;0;0;0;0;0
Son;-0,59;3534;2326;0;2089;2004;-0,27;4828;3869;-0,3;4515;3514;1;1;1;1;1;1;1;1;0;0;0;0
Nono;-0,05;1127;1069;0;1448;1387;0,2;788;872;0,14;1162;1222;1;1;1;1;1;1;1;1;0;0;0;0
Sf3a3;0,01;1120;1111;0;918;877;0,01;650;631;0,13;948;993;1;1;1;1;1;1;1;1;0;0;0;0
Ptcd3;0,45;260;350;0;350;336;0,42;356;458;0,43;292;377;1;1;1;1;1;1;1;1;0;0;0;0
Spout1;0,39;182;235;0;274;262;0,06;368;370;0,41;303;388;1;1;1;1;1;1;1;1;0;0;0;0
Optn;0,4;244;316;0;225;218;-0,17;304;258;1,26;85;196;1;1;1;1;1;1;1;1;0;0;0;0
Sepsecs;0,44;157;210;0;211;203;-0,39;248;183;0,51;150;205;0;1;1;1;1;1;1;1;0;0;0;0
Adcy5;-1,66;88;27;-1,17;2667;1140;-0,21;707;580;-0,94;23;11;0;1;1;0;0;1;1;0;0;1;0;0
Grip2;-2,54;8;0;-2,03;1797;425;0,93;2;6;-0,69;8;4;0;1;0;0;0;1;0;0;0;1;0;0
Sdcbp;0,64;10207;15569;0,62;6399;9378;0,72;3204;5078;0,73;11860;18890;1;1;1;1;1;1;1;1;1;1;0;1
Plbd1;3,32;8;88;6,9;0;135;1,68;27;86;1,47;40;109;0;0;0;0;0;0;0;1;0;0;0;0
Lyrm4;-0,6;237;154;0;195;186;-0,17;425;366;-0,18;174;147;1;1;1;1;1;1;1;1;0;0;0;0
Cog7;-0,27;520;426;-1,06;3418;1582;-0,2;802;673;-0,58;497;319;1;1;1;1;1;1;1;1;0;1;0;0
Clic5;-0,97;3435;1729;-0,01;99;95;-0,99;37;18;1,94;4;20;1;0;1;0;1;0;0;0;0;0;0;0
Slc16a4;-0,9;2512;1329;0;91;87;-0,41;54;39;-1,15;23;9;1;1;1;0;1;1;1;0;0;0;0;0
Filip1l;-0,14;258;231;-0,93;10371;5227;-0,79;81;46;-1,07;745;339;1;1;1;1;1;1;1;1;0;1;0;1
Ubb;-0,39;14904;11243;-0,45;18138;12744;-0,01;7984;7598;0,17;8636;9303;1;1;1;1;1;1;1;1;0;0;0;0
Zfp13;0,46;67;91;0;75;71;-0,25;175;142;-1,89;15;3;1;0;1;0;1;0;1;0;0;0;0;0
9530034E10Rik;1,39;0;2;-1,69;160;47;-0,42;2;2;-0,42;8;5;0;1;0;0;0;1;0;0;0;1;0;0
Zfp579;0,26;34;40;-0,01;66;63;0,52;129;176;-1,24;109;43;1;1;1;1;0;1;1;1;0;0;0;1
Abce1;0,45;768;1035;0;1157;1109;0,58;844;1213;0,63;961;1434;1;1;1;1;1;1;1;1;0;0;0;0
Syde1;-0,12;307;277;0;833;794;0,29;194;231;0,92;16;31;1;1;1;0;1;1;1;0;0;0;0;0
Cd14;1,9;3634;13293;4,62;598;13936;2,44;1141;5885;1,86;36399;126513;1;1;1;1;1;1;1;1;0;1;0;1
Trabd;0,38;729;932;0;686;658;0,27;389;449;-0,03;598;560;1;1;1;1;1;1;1;1;0;0;0;0
Thbs1;3,68;111;1401;1,14;4811;10131;3,26;140;1284;2,97;353;2648;1;1;1;1;1;1;1;1;1;1;1;1
Elof1;-0,44;646;469;0;601;577;-0,36;1214;915;0,44;411;535;1;1;1;1;1;1;1;1;0;0;0;0
Tagln2;0,38;11111;14199;0,54;6255;8698;0,65;1582;2424;1,19;2569;5638;1;1;1;1;1;1;1;1;0;0;0;1
Smim20;-0,7;653;397;0;497;476;-0,14;1197;1045;0,26;466;534;1;1;1;1;1;1;1;1;0;0;0;0
Col5a1;-1,58;12;3;0;437;420;-0,03;84;79;-2,17;11;1;0;1;1;0;0;1;1;0;0;0;0;0
Dyrk2;-0,2;112;96;0;357;344;-0,13;145;127;-0,86;698;367;1;1;1;1;1;1;1;1;0;0;0;1
Soga1;0,37;95;122;0;261;253;-0,06;416;385;-1,04;1768;823;1;1;1;1;1;1;1;1;0;0;0;1
Ptgir;NA;0;0;0,68;559;857;3,72;0;13;0,86;4;8;0;1;0;0;0;1;0;0;0;1;0;0
Kif13b;-0,6;366;237;0;234;226;-0,04;507;468;0,04;205;202;1;1;1;1;1;1;1;1;0;0;0;0
Pmf1;0,07;94;97;0;213;204;0,13;82;87;0,34;141;171;1;1;1;1;1;1;1;1;0;0;0;0
Rsbn1l;-0,33;143;111;0;132;129;0,03;86;85;-0,41;188;135;1;1;1;1;1;1;1;1;0;0;0;0
Glrb;0,54;33;49;0;114;110;-0,11;1922;1707;-0,05;32;29;0;1;1;0;1;1;1;0;0;0;0;0
Tmsb10;0,46;587;788;1,53;96;268;0,51;57;79;-0,17;84;71;1;1;1;1;1;1;1;1;0;1;0;0
Ctsl;0,7;4660;7439;1,77;3292;10611;0,57;5026;7150;1,5;21943;59554;1;1;1;1;1;1;1;1;0;1;0;1
Lgals9;-0,08;5456;5095;2,05;303;1195;0,33;291;350;-0,19;6621;5562;1;1;1;1;1;1;1;1;0;1;0;0
Map1b;1,3;304;737;-0,73;9052;5252;0,05;985;988;0;108;104;1;1;1;1;1;1;1;1;1;1;0;0
Lsm11;-0,14;127;113;-0,01;79;76;0,4;37;47;0,43;91;118;1;0;1;1;1;0;1;1;0;0;0;0
Dhrs11;0,11;74;79;0;54;51;-0,63;315;197;0,39;116;145;1;0;1;1;1;1;1;1;0;0;0;0
Hpcal4;-1,95;16;3;0,01;51;50;-0,78;144;82;-0,29;18;14;0;0;1;0;0;0;1;0;0;0;0;0
Dnmt3b;0,3;65;79;0,01;42;41;0,29;27;32;0,23;65;73;1;0;1;0;1;0;0;1;0;0;0;0
Morn1;-0,5;46;31;0,01;31;30;-0,47;363;254;0,22;18;20;0;0;1;1;0;0;1;0;0;0;0;0
Zfp874b;0,21;44;51;0,01;24;24;-0,33;73;56;-0,72;63;36;0;0;1;1;0;0;1;0;0;0;0;0
Txn2;0,1;2529;2669;0;2920;2801;0,02;2166;2115;0,77;1377;2249;1;1;1;1;1;1;1;1;0;0;0;1
Eif3m;0,11;1707;1821;0;1761;1690;0,27;1058;1230;0,84;1359;2333;1;1;1;1;1;1;1;1;0;0;0;1
Pithd1;0,03;744;750;0;923;888;0,61;1545;2262;-0,26;748;600;1;1;1;1;1;1;1;1;0;0;0;0
Ccar2;-0,29;562;451;0;533;513;-0,15;1011;876;-0,25;472;379;1;1;1;1;1;1;1;1;0;0;0;0
Phkb;-0,04;234;224;0;437;418;0,19;864;948;-0,36;379;283;1;1;1;1;1;1;1;1;0;0;0;0
Prdx1;0,18;8241;9173;0,65;5446;8190;0,16;8652;9319;2,25;4033;18400;1;1;1;1;1;1;1;1;0;1;0;1
Ncs1;0,21;11;12;-0,88;1462;760;-0,18;621;533;-0,14;223;193;0;1;1;1;0;1;1;1;0;1;0;0
Mt1;1,2;7217;16391;1,3;4006;9417;0,46;33931;44847;1,68;3698;11383;1;1;1;1;1;1;1;1;0;1;0;1
Tvp23b;-0,48;694;489;0;392;377;-0,24;791;646;-0,22;658;542;1;1;1;1;1;1;1;1;0;0;0;0
Fam213b;-0,54;282;192;0;362;350;0,07;282;281;-0,07;573;524;1;1;1;1;1;1;1;1;0;0;0;0
Zfp384;0,14;325;353;0;305;293;0,09;280;287;-0,34;604;458;1;1;1;1;1;1;1;1;0;0;0;0
Fancg;-0,13;150;134;0,01;59;57;-0,31;106;83;-0,39;215;156;1;1;1;1;1;0;1;1;0;0;0;0
Fgd5;-0,41;2916;2171;0,01;49;47;0,71;22;36;-0,3;22;17;1;0;0;0;1;0;0;0;0;0;0;0
Fmo2;-0,94;900;461;0,02;14;13;0,84;25;45;0,23;5;6;1;0;0;0;1;0;1;0;0;0;0;0
Cnnm2;-0,1;164;150;-1,31;2676;1040;-0,53;714;477;-0,42;198;141;0;1;1;1;1;1;1;0;0;1;0;0
Gm43808;0,55;6;9;0,02;7;7;0,68;12;19;-0,03;23;22;0;0;0;0;0;0;0;1;0;0;0;0
Rpusd4;-0,26;258;211;0;185;176;0,21;136;152;-0,57;312;201;1;1;1;1;1;1;1;1;0;0;0;0
Ccser2;-0,53;2231;1533;0;1899;1834;-0,08;600;545;0,18;222;241;1;1;1;1;1;1;1;1;0;0;0;0
Pigp;-0,9;594;313;0;681;657;-0,41;534;389;0,09;291;297;1;1;1;1;1;1;1;1;0;0;0;0
Acvr1b;0,14;29;32;0;87;83;0,47;66;89;-0,34;92;70;0;1;1;1;0;1;1;1;0;0;0;0
Vapa;-0,02;3632;3519;0;3895;3737;0,23;2923;3293;0,2;5006;5501;1;1;1;1;1;1;1;1;0;0;0;0
Dhx35;0,75;171;282;0;259;246;-0,19;363;307;-0,46;189;131;0;1;1;1;1;1;1;0;0;0;0;0
Rnf135;0,07;177;182;0,01;150;143;-0,56;259;170;-0,72;468;271;1;0;1;1;1;1;1;1;0;0;0;0
Wdr89;-0,27;110;90;0,01;73;69;0,24;79;90;0,4;111;140;1;1;1;1;1;1;1;1;0;0;0;0
Aldh1b1;4,87;0;26;-0,02;27;26;1,65;10;33;0,46;39;51;0;0;0;0;0;0;1;0;0;0;0;0
Lamtor3;-0,71;1017;610;0;581;556;0,03;464;454;0,55;512;722;1;1;1;1;1;1;1;1;0;0;0;0
Snx15;0,21;466;528;0;288;276;0,09;674;685;0,23;286;323;1;1;1;1;1;1;1;1;0;0;0;0
Gdap2;-0,02;576;557;0;540;520;0,04;366;361;-0,29;727;572;1;1;1;1;1;1;1;1;0;0;0;0
Fkbp3;-0,86;1181;644;0;349;333;0,08;642;654;1;475;912;1;1;1;1;1;1;1;1;0;0;0;0
Asb2;-0,33;24;18;-1,41;9491;3449;-0,14;26;23;-1,41;664;239;0;1;0;1;0;1;0;1;0;1;0;1
Fnbp4;-0,73;235;139;-0,01;125;120;-0,23;453;374;-1,23;620;252;1;1;1;1;0;1;1;1;0;0;0;1
Timp1;2,05;217;891;1,98;2581;9648;2,86;83;604;3,23;8;81;1;1;1;0;1;1;1;1;1;1;1;1
Psmg3;-0,06;175;165;0;107;102;-0,02;192;182;0,68;184;284;1;1;1;1;1;1;1;1;0;0;0;0
Sfrp5;-0,48;27;19;-0,03;25;24;-0,76;2545;1458;-0,68;19;11;0;0;1;0;0;0;1;0;0;0;0;0
Xrcc1;-0,2;450;383;0;437;417;-0,26;493;396;-0,63;459;284;1;1;1;1;1;1;1;1;0;0;0;0
Polr3gl;-0,38;122;92;-0,01;107;102;-0,39;47;34;-0,67;85;51;1;1;1;1;1;1;1;1;0;0;0;0
Sap18;-0,36;1150;887;0;1332;1282;0,14;682;722;0,23;687;773;1;1;1;1;1;1;1;1;0;0;0;0
Fam129a;-0,04;485;465;0,01;1020;991;0,52;29;39;-0,67;893;541;1;1;0;1;1;1;0;1;0;0;0;1
Ftl1;0,16;9955;10971;1,45;3293;8502;0,83;2852;4834;1,58;16590;47577;1;1;1;1;1;1;1;1;0;1;0;1
Rspry1;0,12;443;473;0;429;412;-0,44;543;387;-0,2;563;468;1;1;1;1;1;1;1;1;0;0;0;0
Dido1;-0,23;309;260;0;320;307;-0,26;603;489;-0,52;491;328;1;1;1;1;1;1;1;1;0;0;0;0
Mtx1;-0,16;457;402;0;302;286;0,01;416;403;0,53;423;586;1;1;1;1;1;1;1;1;0;0;0;0
Pdgfb;0,27;1679;2002;0;239;229;0,89;50;89;0,43;1011;1306;1;1;0;1;1;1;1;1;0;0;0;0
