Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Gfra2;-4,56;21;0;-1,43;999;358;-0,36;44;33;0,27;9;11;0;1;0;0;0;1;0;0;0;0;0;0
Phax;-0,41;920;685;-0,45;674;475;0,07;594;598;0,64;517;773;1;1;1;1;1;1;1;1;0;0;0;0
Nfkbid;0,27;330;389;2,58;71;407;0,54;165;228;-0,51;5944;4006;1;0;1;1;1;1;1;1;0;0;0;0
Tifa;0,48;180;246;0,68;194;298;-0,54;446;295;-0,74;1723;985;1;1;1;1;1;1;1;1;0;0;0;1
Cep126;0,05;13;13;0,16;16;17;-0,65;171;106;-1,39;4;0;0;0;0;0;0;0;1;0;0;0;0;0
Dbn1;1,83;106;372;0,97;182;343;-0,15;645;561;1,48;15;44;1;1;1;1;1;1;1;1;1;0;0;1
Tnfrsf10b;1,02;106;213;0,48;14;19;1,69;12;39;1,49;2;8;1;0;0;0;1;0;1;0;0;0;1;0
Psd3;-0,25;126;104;-1,14;183;80;0,46;184;242;0,85;19;34;1;1;1;0;1;0;1;0;0;0;0;0
Dst;-0,25;904;750;-0,63;1829;1137;0,46;1958;2598;-1;1939;931;1;1;1;1;1;1;1;1;0;0;0;1
Gap43;-1,76;25;6;0,26;15;17;1,77;59;196;-1,94;3;0;0;0;1;0;0;0;1;0;0;0;0;0
Cfap161;-0,5;10;7;0;16;16;-0,51;956;655;-1,31;7;2;0;0;1;0;0;0;1;0;0;0;0;0
Fos;0,01;56432;56265;-0,45;164324;115443;0,67;9483;14371;-0,83;74079;39927;1;1;1;1;1;1;1;1;0;0;0;1
Samd12;-0,21;161;137;-0,82;21;11;-1,47;14;4;0,55;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Schip1;0,04;9;9;-0,79;21;11;0,14;94;99;0,01;2;2;0;0;1;0;0;0;1;0;0;0;0;0
Riiad1;1,25;2;7;0,09;16;16;-0,76;330;190;0,35;1;2;0;0;1;0;0;0;1;0;0;0;0;0
P4hb;0,57;8785;12773;0,35;9268;11318;0,38;7824;9768;0,72;12023;18911;1;1;1;1;1;1;1;1;0;0;0;1
Rpap3;-0,25;459;381;0,51;348;475;-0,11;417;374;0,48;137;183;1;1;1;1;1;1;1;1;0;0;0;0
Mob3b;-0,98;402;201;-0,97;187;90;-0,09;320;288;0,51;38;52;1;1;1;1;1;1;1;1;0;0;0;0
Kif5b;-0,17;3735;3282;-0,5;3428;2336;0,12;1129;1189;0,45;1323;1729;1;1;1;1;1;1;1;1;0;0;0;0
Ggt1;1,25;10;24;-0,85;21;11;-0,65;200;124;-3,14;8;0;0;0;1;0;0;0;1;0;0;0;0;0
Gm5915;-1,05;15;6;-0,48;20;13;1,01;1;4;-0,63;8;4;0;1;0;0;0;1;0;0;0;0;0;0
R3hdm4;-0,03;566;542;-0,34;1361;1030;-0,03;797;745;0,08;876;886;1;1;1;1;1;1;1;1;0;0;0;0
Cldn9;0,16;53;58;-2,99;30;2;-0,04;13;12;-0,55;2;1;0;0;0;0;1;0;0;0;0;0;0;0
Fxyd7;-0,41;19;14;-0,49;19;13;0,74;21;35;-0,28;1;1;0;1;0;0;0;0;1;0;0;0;0;0
Dnah6;0,31;294;359;-0,76;21;11;-0,47;329;231;-2,11;9;1;1;0;1;0;1;0;0;0;0;0;0;0
Abca8a;0,79;5;9;-0,47;19;13;0,19;275;299;-1,24;4;1;0;0;1;0;0;0;1;0;0;0;0;0
Ccdc24;0,75;0;2;-1,03;22;10;-0,41;135;99;-1,06;5;1;0;0;1;0;0;0;1;0;0;0;0;0
Faim;-0,64;1179;747;0,7;155;241;0,42;259;331;0,58;426;611;1;1;1;1;1;1;1;1;0;0;0;0
Nfx1;-0,56;692;462;-0,68;788;470;-0,11;794;710;-0,22;904;742;1;1;1;1;1;1;1;1;0;0;0;0
Pmp22;-0,32;3418;2688;0,46;3595;4706;0,08;3961;4015;0,15;9209;9806;1;1;1;1;1;1;1;1;0;0;0;0
Atg4a;-0,75;327;190;-0,77;850;480;-0,36;185;138;-0,26;180;144;1;1;1;1;1;1;1;1;1;0;0;0
Serpina3n;0,38;1614;2067;1,61;292;846;1,96;5911;22211;2,38;55;279;1;1;1;0;1;1;1;1;0;0;1;1
Fgf1;0,79;21;37;-0,65;6212;3810;-0,09;1949;1763;-0,25;69;56;0;1;1;0;0;1;1;0;0;0;0;0
Tia1;0,21;133;151;0,87;107;188;-0,26;510;413;-0,12;319;281;1;1;1;1;1;1;1;1;0;0;0;0
Nop56;1,21;563;1277;0,55;578;804;0,3;1586;1890;0,44;2116;2756;1;1;1;1;1;1;1;1;1;0;0;0
Btbd3;-0,17;447;390;0,46;1734;2294;-0,29;573;451;0,14;119;127;1;1;1;1;1;1;1;1;0;0;0;0
A930033H14Rik;-0,38;198;150;0,16;15;17;-0,78;6;3;-1,09;44;19;0;0;0;1;1;0;0;0;0;0;0;0
Cdc42se1;-0,09;1463;1345;-0,39;2988;2188;0,41;1621;2065;0,06;2254;2249;1;1;1;1;1;1;1;1;0;0;0;0
Hdx;1,03;5;11;2,82;3;29;0,3;21;25;-0,9;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Ddx21;0,86;329;589;0,57;402;572;0,9;252;452;0,72;722;1144;1;1;1;1;1;1;1;1;0;0;0;1
Sec23ip;0,11;555;589;-0,47;632;438;0,44;419;548;0,24;438;494;1;1;1;1;1;1;1;1;0;0;0;0
Rbmx;0,08;690;715;-0,63;676;422;0,04;782;774;-0,03;419;392;1;1;1;1;1;1;1;1;0;0;0;0
Rps8;0,01;1914;1898;0,54;1076;1491;0,46;711;942;1,03;1752;3424;1;1;1;1;1;1;1;1;0;0;0;1
Hmcn1;-1,12;501;226;2,56;4;27;-1,45;4;1;0,5;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Itpr1;-0,3;468;374;-0,8;2348;1295;-0,34;320;244;-0,99;167;80;1;1;1;1;1;1;1;1;0;1;0;0
Cd68;1,47;766;2078;2,93;379;2733;1,45;448;1163;0,59;19194;27664;1;1;1;1;1;1;1;1;0;0;0;0
Hist1h4h;-0,38;18;13;-0,71;20;11;-0,53;83;55;-1,39;8;2;0;0;1;0;0;0;1;0;0;0;0;0
Rsph4a;-1,08;31;14;-2,89;29;3;-0,81;790;439;0,26;3;4;0;0;1;0;0;0;1;0;0;0;0;0
Neto2;1,92;0;2;0,29;14;17;2,3;50;244;0,82;6;12;0;0;0;0;0;0;1;0;0;0;1;0
Stard7;-0,19;934;804;-0,53;1619;1079;-0,1;1913;1727;0,07;963;971;1;1;1;1;1;1;1;1;0;0;0;0
Fam105a;-0,3;280;222;2,3;74;350;0;182;172;-0,93;8567;4303;0;0;1;1;0;1;1;1;0;0;0;1
Ctdp1;0,58;312;464;0,94;244;455;0,67;224;342;0,13;424;445;1;1;1;1;1;1;1;1;0;0;0;0
Kxd1;-0,25;661;546;-0,42;1101;787;-0,33;732;559;0,13;656;689;1;1;1;1;1;1;1;1;0;0;0;0
Apba1;-0,79;82;46;-1,06;538;248;-0,16;108;92;-1,67;109;32;0;1;1;1;1;1;1;1;0;0;0;1
Olfml3;1,19;469;1036;1,74;677;2140;0,36;697;860;-0,37;22509;16694;1;1;1;1;1;1;1;1;0;0;0;0
Nek9;-0,52;754;521;-0,63;1582;988;-0,09;479;436;-0,22;547;452;1;1;1;1;1;1;1;1;0;0;0;0
Smim1;0,64;9;14;-0,46;324;225;-0,19;356;298;-0,3;130;101;0;1;1;1;0;1;1;1;0;0;0;0
Rnf17;1,33;0;1;1,17;9;21;-0,26;1;0;0,36;26;32;0;0;0;0;0;0;0;1;0;0;0;0
Irak3;0,21;348;395;0,71;194;304;0,43;47;61;0,64;97;145;1;1;1;1;1;1;0;1;0;0;0;0
Fscn1;2,49;29;164;2,18;41;184;0,03;471;456;-1,12;2472;1086;0;0;1;1;1;0;1;1;1;0;0;0
Gm3470;NA;0;0;-0,85;21;11;0,35;0;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Phf2;-0,76;139;80;-1,44;145;51;0,2;84;93;-0,54;70;46;1;1;1;1;1;0;1;1;0;0;0;0
Gm1821;-0,21;48;41;-0,61;82;51;-0,35;35;26;0,34;39;47;1;1;1;1;1;1;1;1;0;0;0;0
Tro;0,08;1;1;0,31;14;17;0,45;74;97;1,46;5;16;0;0;1;0;0;0;1;0;0;0;0;0
B430306N03Rik;5,55;0;76;4,39;1;55;1,57;6;19;0,36;592;730;0;0;0;1;0;0;0;1;0;0;0;0
Obsl1;-0,62;28;17;-0,59;1272;816;-0,14;150;132;0;10;10;0;1;1;0;0;1;1;0;0;0;0;0
Pcdhb6;-0,75;8;4;-3,12;29;2;-0,07;40;36;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Abca1;0,75;718;1184;1,26;387;876;-0,18;3099;2634;0,43;4641;6002;1;1;1;1;1;1;1;1;0;0;0;0
Hmgn3;-0,6;263;171;-0,58;766;494;-0,23;933;774;-0,72;35;20;1;1;1;1;1;1;1;0;0;0;0;0
2810006K23Rik;-0,61;203;131;-0,98;171;82;-0,42;145;104;-0,13;200;175;1;1;1;1;1;1;1;1;0;0;0;0
Vps29;-0,05;2000;1912;0,46;1133;1497;0,07;1286;1296;1,03;1189;2325;1;1;1;1;1;1;1;1;0;0;0;1
AC160029.2;1,43;0;1;1,68;7;24;NA;0;0;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C130046K22Rik;-1,66;34;10;-1,08;22;9;-0,96;10;4;-1;3;1;0;1;0;0;0;0;0;0;0;0;0;0
Tctn2;0,14;212;229;-1,2;300;125;-0,28;905;725;0,01;35;35;1;1;1;1;1;1;1;0;0;1;0;0
Mmp9;3,71;13;180;2,45;60;319;1,9;26;97;1,73;52;171;0;0;0;1;0;0;1;1;0;0;0;0
AC125071.1;0,39;3;4;-0,86;21;10;-0,62;16;10;-1,77;90;24;0;0;0;1;0;0;0;0;0;0;0;1
Mapre2;0,1;717;759;-0,61;6638;4181;-0,14;1279;1111;-0,34;1649;1249;1;1;1;1;1;1;1;1;0;0;0;0
S100a9;2,73;163;1069;4,56;62;1427;3,33;76;734;3,54;149;1678;0;0;0;1;1;0;1;1;0;0;0;1
Prkg2;1,35;0;1;-1,14;22;9;2,95;2;21;0,92;0;1;0;0;0;0;0;0;1;0;0;0;1;0
Spata18;0,36;1;2;-0,39;18;13;-0,41;195;143;-1,22;2;0;0;0;1;0;0;0;1;0;0;0;0;0
Fastkd5;-0,09;104;97;-1,6;222;70;0,28;134;158;0,72;70;111;0;1;1;0;1;0;1;0;0;0;0;0
Psme2;-0,15;2235;1991;0,53;1224;1688;0,2;549;609;1,03;1598;3126;1;1;1;1;1;1;1;1;0;0;0;1
Mien1;-0,09;384;354;0,65;186;279;-0,1;453;407;1,05;267;534;1;1;1;1;1;1;1;1;0;0;0;1
Ppp1r36;1,15;6;15;-0,73;20;11;-0,3;603;478;-1,79;8;1;0;0;1;0;0;0;0;0;0;0;0;0
Fcgr2b;1,39;225;577;3,53;83;919;2,21;326;1465;0,32;5348;6383;1;0;1;1;0;0;1;1;0;0;1;0
Mapk8ip2;-0,22;4;3;2,66;3;27;-0,05;145;134;-2,67;7;0;0;0;1;0;0;0;1;0;0;0;0;0
2310022B05Rik;-0,11;333;304;-0,76;1271;726;-0,94;1748;878;0,17;101;108;1;1;1;1;1;1;1;1;0;0;1;0
Nhp2;0,77;639;1074;0,67;476;723;0,78;500;828;1,49;971;2610;1;1;1;1;1;1;1;1;0;0;0;1
AA986860;-0,25;20;16;-0,96;21;10;-0,62;147;91;-0,59;6;3;0;0;1;0;0;0;1;0;0;0;0;0
Fbxo30;0,84;247;432;-0,65;987;604;-0,1;441;397;-0,15;372;321;1;1;1;1;1;1;1;1;0;0;0;0
G530011O06Rik;1,15;58;127;2,5;24;133;0,64;73;110;0,38;1599;2001;0;0;1;1;0;0;1;1;0;0;0;0
Lgals3bp;0,62;2123;3207;1,18;502;1083;0,29;2554;3009;0,12;4889;5109;1;1;1;1;1;1;1;1;1;0;0;0
Txnl4a;-0,18;479;417;0,36;321;393;0,24;383;433;0,75;378;611;1;1;1;1;1;1;1;1;0;0;0;0
Apln;2,99;261;2073;2,87;19;140;-0,31;1317;1018;2,3;10;54;1;0;1;0;1;0;1;0;1;0;0;0
Cd180;0,89;18;33;4,44;3;89;3,97;1;32;0,74;343;548;0;0;0;1;0;0;0;1;0;0;0;1
1700018A04Rik;-0,51;120;82;-0,09;16;14;-0,83;1;0;0,91;0;1;1;0;0;0;1;0;0;0;0;0;0;0
3830408C21Rik;-0,25;11;9;-0,11;16;14;-0,55;33;21;-0,91;6;2;0;0;1;0;0;0;0;0;0;0;0;0
Acsl4;-0,03;349;335;0,75;283;458;0,59;129;188;0,36;669;824;1;1;1;1;1;1;1;1;0;0;0;0
Zfp866;-0,49;259;182;-0,94;480;239;-0,07;487;444;-0,58;285;183;0;1;1;1;1;1;1;1;0;0;0;0
Cryzl1;-0,25;631;525;-0,51;1012;681;-0,14;639;562;0,42;371;477;1;1;1;1;1;1;1;1;0;0;0;0
Rundc3b;1,74;21;72;0,08;15;16;0,1;38;39;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cmpk1;0,29;1505;1816;0,53;628;869;0,45;559;729;0,71;843;1323;1;1;1;1;1;1;1;1;0;0;0;1
Serf2;-0,25;444;367;-0,37;572;427;0,09;221;226;0;383;367;1;1;1;1;1;1;1;1;0;0;0;0
Kank4;-1,29;178;70;0,8;11;19;-1,06;5;1;-2,43;7;0;1;0;0;0;1;0;0;0;1;0;0;0
Erg;-0,64;812;517;0,42;13;17;-1,17;11;4;0,5;1;2;1;0;0;0;1;0;0;0;0;0;0;0
Was;0,94;10;20;3,74;3;52;2,41;3;23;-0,63;688;425;0;0;0;1;0;0;0;1;0;0;0;0
Mgll;-0,67;1591;990;-0,39;3148;2316;-0,49;5756;3970;-0,99;945;454;1;1;1;1;1;1;1;1;0;0;0;1
Rps29;-0,43;2802;2044;0,71;818;1274;0,43;585;753;0,63;3066;4551;1;1;1;1;1;1;1;1;0;0;0;0
Kat2a;0,5;356;495;0,68;222;340;-0,08;480;437;-0,09;670;601;1;1;1;1;1;1;1;1;0;0;0;0
Klhdc3;-0,03;708;681;-0,5;1598;1083;-0,02;1097;1041;-0,57;1089;700;1;1;1;1;1;1;1;1;0;0;0;0
Ppp1cb;-0,34;2830;2204;-0,65;10055;6175;0,1;2315;2391;0,37;996;1236;1;1;1;1;1;1;1;1;0;0;0;0
Arf6;1,16;1130;2500;1,45;388;1027;0,34;578;708;0,86;1052;1832;1;1;1;1;1;1;1;1;0;0;0;0
Naa40;0,09;236;247;0,86;186;326;0,02;369;360;-0,06;528;483;1;1;1;1;1;1;1;1;0;0;0;0
Gm33023;NA;0;0;-0,67;19;11;0,75;3;5;-0,61;22;13;0;0;0;1;0;0;0;0;0;0;0;0
Klf16;0,8;87;151;0,99;52;100;0,37;52;65;0,11;77;80;1;1;1;1;1;1;1;0;0;0;0;0
Ppp2r5a;0,26;497;585;-0,65;1052;647;-0,21;744;620;-0,1;364;325;1;1;1;1;1;1;1;1;0;0;0;0
Hpf1;-0,11;449;412;-0,44;972;685;0,2;309;342;1,1;392;810;1;1;1;1;1;1;1;1;0;0;0;1
B3gnt7;1,36;1;4;4,57;0;29;1,75;1;7;1,59;70;204;0;0;0;1;0;0;0;0;0;0;0;0
Fam122a;-0,52;470;325;-0,35;883;666;-0,15;339;295;0,08;295;297;1;1;1;1;1;1;1;1;0;0;0;0
Tagln;-1,72;34;9;-0,55;3066;2017;0,26;8;10;-0,25;19;15;0;1;0;0;0;1;0;0;0;0;0;0
Rpl34;-0,06;1887;1780;0,53;761;1055;0,3;588;692;0,98;1427;2698;1;1;1;1;1;1;1;1;0;0;0;0
Lamb2;-0,31;7726;6163;-0,83;24344;13152;-0,15;1440;1253;0,26;256;293;1;1;1;1;1;1;1;0;0;0;0;0
Gatc;-0,32;617;488;0,62;251;370;-0,13;488;428;-0,13;721;632;1;1;1;1;1;1;1;1;0;0;0;0
Hat1;0,33;483;600;0,5;539;729;0,21;396;442;0,72;597;947;1;1;1;1;1;1;1;1;0;0;0;1
Myct1;-0,81;699;396;1,41;8;22;0,58;3;5;-0,62;1;0;1;0;0;0;1;0;0;0;0;0;0;0
Zfp68;-0,42;841;621;-0,61;987;617;-0,03;393;371;-0,51;602;405;1;1;1;1;1;1;1;1;0;0;0;0
2010107G23Rik;-1,42;12;4;-0,39;17;13;-0,16;89;77;-1,85;8;1;0;0;1;0;0;0;1;0;0;0;0;0
Stxbp4;0,26;89;104;-0,92;193;98;-0,38;433;321;-0,5;77;52;0;1;1;0;0;1;1;1;0;0;0;0
Efna2;1,06;2;6;1,15;9;21;-0,29;285;225;0,89;2;5;0;0;1;0;0;0;1;0;0;0;0;0
Wwtr1;0;3889;3827;0,25;2551;2921;0,78;617;1028;1,25;73;168;1;1;1;1;1;1;1;1;0;0;0;1
Ubash3b;2,34;26;134;1,82;77;260;0,9;246;439;-0,48;1714;1179;0;1;1;1;1;1;1;1;0;0;0;0
Pecr;0,16;100;111;1,78;49;164;-0,1;208;186;-0,64;769;474;1;0;1;1;1;1;1;1;0;0;0;0
Pf4;1,24;119;280;4,54;18;411;2,22;28;128;2,37;199;997;0;0;0;1;1;0;0;1;0;0;0;1
Babam1;0,05;1041;1061;0,41;737;942;0,23;603;678;0,4;544;690;1;1;1;1;1;1;1;1;0;0;0;0
Bbip1;-0,52;847;581;0,34;351;425;-0,02;576;546;0,39;415;521;1;1;1;1;1;1;1;1;0;0;0;0
Sorcs1;0,77;0;1;-0,75;19;10;0,26;128;146;0,61;1;2;0;0;1;0;0;0;1;0;0;0;0;0
Sema6d;0,91;488;907;1,04;352;694;-0,17;2570;2196;-0,33;104;79;1;1;1;1;1;1;1;1;0;0;0;0
Hid1;1,14;590;1279;0,88;204;360;0,38;957;1188;-0,34;31;23;1;1;1;0;1;1;1;0;0;0;0;0
Sspn;-1,13;382;172;-0,67;2189;1328;-0,18;532;452;-0,45;53;37;1;1;1;0;1;1;1;0;1;0;0;0
Gm15270;-1,24;20;7;-0,77;19;11;0,71;0;1;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Fam20a;-0,11;295;266;-0,4;1251;910;-0,54;3884;2584;-0,33;33;25;1;1;1;0;1;1;1;0;0;0;0;0
Asic2;1,1;0;1;-0,29;17;13;-0,43;550;396;-1,16;5;1;0;0;1;0;0;0;1;0;0;0;0;0
Syn1;-0,88;3;1;1,89;5;24;0,44;121;156;0,86;4;8;0;0;1;0;0;0;1;0;0;0;0;0
Pmvk;-0,48;874;616;0,24;731;830;0,04;817;809;0,82;207;351;1;1;1;1;1;1;1;1;0;0;0;1
Agps;0,44;313;417;1,05;139;279;0,42;341;438;-0,02;779;736;1;1;1;1;1;1;1;1;0;0;0;0
Asb8;-0,02;666;642;-0,53;933;622;-0,2;1488;1252;0,18;546;591;1;1;1;1;1;1;1;1;0;0;0;0
Emc8;-0,04;592;568;-0,45;635;445;-0,22;1358;1120;0,51;468;640;1;1;1;1;1;1;1;1;0;0;0;0
Ifit3;-0,04;434;419;0,97;86;161;0,59;241;355;1,05;97;193;1;1;1;1;1;1;1;1;0;0;0;0
Rsu1;-0,42;3389;2500;-0,32;5059;3889;0,03;1082;1062;0,34;1249;1513;1;1;1;1;1;1;1;1;0;0;0;0
Fkbp9;-0,21;2233;1893;-0,29;2761;2162;-0,05;1382;1291;-0,28;865;681;1;1;1;1;1;1;1;1;0;0;0;0
Rbbp7;-0,2;3089;2651;-0,27;3709;2953;0,25;1709;1957;0,33;1455;1755;1;1;1;1;1;1;1;1;0;0;0;0
H2-M3;0,06;724;745;1,18;90;194;0,44;86;112;-0,21;953;789;1;1;1;1;1;1;1;1;0;0;0;0
Uba7;-0,6;411;268;1,76;46;149;0,09;65;66;-1,32;795;304;1;0;0;1;1;1;1;1;0;0;0;1
Asah1;0,36;1729;2167;0,63;1415;2087;-0,04;3154;2945;-0,22;10454;8614;1;1;1;1;1;1;1;1;0;0;0;0
Trim2;1,08;67;141;-0,75;1659;954;0,54;1575;2182;-0,58;402;258;0;1;1;1;1;1;1;1;0;0;0;0
Chil3;4;75;1185;4,53;106;2352;2,32;140;666;2,5;274;1497;0;0;0;1;1;0;1;1;0;0;0;1
Cdc37l1;-0,1;893;822;-0,45;714;503;-0,07;2263;2062;-0,01;439;418;1;1;1;1;1;1;1;1;0;0;0;0
Mtss1;-0,98;747;373;-0,65;339;207;0,3;245;290;-0,95;563;279;1;1;1;1;1;1;1;1;1;0;0;1
Nectin2;0,69;477;757;0,63;242;360;0,27;272;317;-0,12;611;540;1;1;1;1;1;1;1;1;0;0;0;0
Eya1;-0,63;2;1;0,94;10;19;-0,23;299;247;-2,91;7;0;0;0;1;0;0;0;1;0;0;0;0;0
Emilin2;2,96;20;155;3,11;25;209;0,34;510;613;1,76;81;265;0;0;1;1;1;0;1;1;0;0;0;1
Trafd1;0,25;350;410;-0,43;1949;1385;0,01;409;395;-0,59;1130;715;1;1;1;1;1;1;1;1;0;0;0;0
Hpgds;0,84;134;235;3,51;17;199;0,95;88;162;-0,27;4540;3605;0;0;1;1;0;0;0;1;0;0;0;0
Crip2;-0,73;24814;14808;-0,54;18742;12471;-0,16;5041;4390;0,32;293;351;1;1;1;1;1;1;1;1;0;0;0;0
Gm17151;0,55;3;4;0,68;11;18;-0,1;14;12;-0,65;53;32;0;0;0;1;0;0;0;1;0;0;0;0
Sep 03;2,63;0;6;-0,94;20;9;0,17;80;87;1,48;1;4;0;0;1;0;0;0;1;0;0;0;0;0
Camk2a;2,48;0;6;-0,52;17;11;-1,28;64;25;-1,23;53;21;0;0;1;1;0;0;0;0;0;0;0;0
Cog6;0,05;517;528;-0,81;562;307;0,14;502;533;-0,31;381;295;1;1;1;1;1;1;1;1;0;0;0;0
Cobl;1,04;0;2;-0,2;16;13;-0,36;105;78;-2,07;8;1;0;0;1;0;0;0;1;0;0;0;0;0
Kansl2;0,05;166;170;0,49;123;166;-0,13;256;226;-0,38;225;165;1;1;1;1;1;1;1;1;0;0;0;0
Slc12a8;0,35;75;95;1,53;7;22;-0,15;77;67;0,5;3;4;1;0;1;0;1;0;1;0;0;0;0;0
Fam26f;0,45;1;1;0,67;11;17;0,92;1;4;-0,71;86;50;0;0;0;1;0;0;0;1;0;0;0;0
2010111I01Rik;-0,07;538;505;-0,43;2664;1908;0,85;157;270;1,83;171;587;1;1;1;1;1;1;1;1;0;0;0;1
Dus2;0,38;132;167;0,85;140;240;0,23;262;295;0,18;248;269;1;1;1;1;1;1;1;1;0;0;0;0
Plcg1;-0,52;1939;1338;-0,7;1123;667;-0,28;757;603;-0,78;532;297;1;1;1;1;1;1;1;1;0;0;0;1
Smarcd3;0,28;25;30;-0,73;1652;959;-0,3;235;184;0,11;17;17;0;1;1;0;1;1;1;0;0;0;0;0
Tor1aip1;-0,19;1054;913;-0,37;1201;893;-0,19;738;625;-0,14;1453;1260;1;1;1;1;1;1;1;1;0;0;0;0
Ptges;0,9;792;1456;1,56;261;723;0,7;552;867;3,15;18;164;1;0;1;0;1;1;1;1;1;0;0;1
Zfpm2;1,22;0;2;-1,6;23;6;-0,52;145;98;NA;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Armcx4;-0,71;91;55;-0,74;19;10;-0,64;42;26;-0,67;3;1;1;0;1;0;1;0;0;0;0;0;0;0
Dnase2a;-0,09;350;321;1,66;85;258;-0,34;407;310;-0,21;2332;1930;1;1;1;1;1;1;1;1;0;0;0;0
Ccm2;-0,11;861;781;0,45;570;745;0,23;422;474;-0,31;896;695;1;1;1;1;1;1;1;1;0;0;0;0
Fpgs;0,66;183;283;0,93;90;165;0,46;193;256;0,06;401;400;1;1;1;1;1;1;1;1;0;0;0;0
Cpq;-0,59;487;316;-0,4;2763;2010;-0,49;2489;1717;-0,8;483;266;1;1;1;1;1;1;1;1;0;0;0;0
Jph1;0,14;4;5;0,96;10;19;0,22;73;81;1,88;1;6;0;0;0;0;0;0;1;0;0;0;0;0
Srms;-1,12;468;212;0,2;13;15;0,01;11;10;1,38;1;6;1;0;0;0;1;0;0;0;0;0;0;0
Gm38910;-0,24;56;46;-2,17;25;4;-0,92;40;20;-0,81;2;0;1;0;1;0;0;0;0;0;0;0;0;0
Cisd3;-0,63;184;117;0,48;261;350;-0,13;205;180;1,31;96;230;1;1;1;1;1;1;1;1;0;0;0;1
Ccdc102a;0,02;528;528;-0,54;533;352;-0,05;148;138;-0,4;167;121;1;1;1;1;1;1;1;1;0;0;0;0
Dok5;3,03;0;6;3,04;2;25;-0,19;248;210;-0,09;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Wdr77;0,81;181;312;0,68;230;352;0,35;309;380;0,54;372;520;1;1;1;1;1;1;1;1;0;0;0;0
Gria4;0,98;1;3;1,24;8;19;0,41;76;97;2,56;0;7;0;0;1;0;0;0;1;0;0;0;0;0
Akap17b;-0,25;95;78;-0,8;355;194;0,14;73;78;0,33;40;49;1;1;1;1;1;1;1;0;0;0;0;0
Ubqln2;-0,77;255;147;0,5;160;216;-0,27;465;371;-0,58;153;97;1;1;1;1;1;1;1;1;0;0;0;0
AC132954.2;-0,14;18;16;4,05;0;15;-0,69;28;17;-1,53;167;55;0;0;0;1;0;0;0;1;0;0;0;1
Psmb5;0,21;894;1021;0,5;673;913;0,07;705;711;1,22;520;1166;1;1;1;1;1;1;1;1;0;0;0;1
Cnot2;-0,23;796;669;-0,46;835;583;-0,08;650;591;-0,54;1392;914;1;1;1;1;1;1;1;1;0;0;0;0
Cep63;-0,76;412;239;-0,6;614;387;-0,23;343;281;-0,45;391;274;1;1;1;1;1;1;1;1;1;0;0;0
Lrrc46;0,91;3;6;0,67;11;17;-0,54;329;221;-0,81;3;1;0;0;1;0;0;0;1;0;0;0;0;0
Bcl2l12;-0,3;65;51;0,92;40;73;-0,45;58;41;0,24;72;82;1;1;1;1;1;1;1;1;0;0;0;0
Ppp5c;0,11;835;886;-0,4;1471;1066;0,14;1305;1385;-0,47;1128;780;1;1;1;1;1;1;1;1;0;0;0;0
Gm18310;-0,7;5;2;0,16;13;15;-0,23;33;27;-0,01;7;7;0;0;1;0;0;0;1;0;0;0;0;0
Ufm1;-0,12;724;656;0,54;524;730;0,48;375;504;1,14;423;897;1;1;1;1;1;1;1;1;0;0;0;1
Pla2g4a;0,6;802;1194;1,07;392;786;1,06;81;162;0,84;1142;1968;1;1;1;1;1;1;1;1;0;0;0;1
Tsta3;0,35;442;555;0,71;222;351;0,35;335;409;0,57;483;686;1;1;1;1;1;1;1;1;0;0;0;0
Psmd8;0,23;2430;2807;0,37;2804;3470;0,18;1869;2037;0,92;1991;3601;1;1;1;1;1;1;1;1;0;0;0;1
Rpl37a;-0,6;3694;2405;0,57;1191;1694;0,28;685;794;0,69;2545;3937;1;1;1;1;1;1;1;1;0;0;0;0
Fam234b;0,66;152;235;1,33;185;447;-0,26;4153;3337;-0,12;929;822;1;1;1;1;1;1;1;1;0;0;0;0
Homer2;-0,52;0;0;1;9;18;-0,99;100;48;-0,23;8;6;0;0;1;0;0;0;1;0;0;0;0;0
Cryz;-0,36;149;114;-1,2;184;76;-0,28;277;221;-0,2;160;133;0;1;1;1;0;1;1;1;0;0;0;0
Tnni1;-0,42;27;20;3,08;2;26;0,89;519;917;0,34;8;10;0;0;1;0;0;0;1;0;0;0;0;0
